period,base_trades,base_mean_bps,base_pf,base_win_rate,stress_trades,stress_mean_bps,stress_pf,stress_win_rate
2024Q4,506,-9.877129352145701,0.7524592091274093,0.4743083003952569,479,-17.516743276075047,0.6097621861200864,0.44676409185803756
2025,1560,-16.04018734379477,0.6604353886943556,0.4717948717948718,1495,-22.313620618980316,0.5650920030044072,0.44481605351170567
2026H1,673,-11.824811328637244,0.7303436962335471,0.4903417533432392,639,-16.21059840429615,0.6579716548480937,0.4569640062597809
full,2739,-13.865869927958537,0.6922127604874414,0.47681635633442865,2613,-19.941812183299184,0.594459124501562,0.44814389590508996
