fraction_per_symbol,max_gross_pct,end_usd,pnl_usd,return_pct,annualized_pct,closed_dd_pct,trades
0.1,20.0,6824.508097759927,-3175.4919022400727,-31.754919022400728,-18.84124144828888,32.59042509159258,2739
0.25,50.0,3814.625393966112,-6185.374606033888,-61.853746060338885,-40.93879435318393,62.995023841951195,2739
0.5,100.0,1413.8273611979089,-8586.17263880209,-85.86172638802091,-65.66235722196863,86.67639438517647,2739
1.0,200.0,177.85801940600365,-9822.141980593997,-98.22141980593997,-88.93815523059764,98.4115950523608,2739
1.5,300.0,19.838766268640533,-9980.16123373136,-99.8016123373136,-96.66310461270996,99.83153205999966,2739
2.0,400.0,1.9541756517295024,-9998.04582434827,-99.9804582434827,-99.05950637065165,99.98419165394151,2739
