config,period,name,lookback,volume_z,hold,stop_atr,target_r,base_trades,base_avg_bps,base_pf,base_win_rate,base_total_bps,base_symbols,base_breadth,stress_trades,stress_avg_bps,stress_pf,stress_win_rate,stress_total_bps,stress_symbols,stress_breadth
BRK_L16_V0.75_H8_S1.5_T3,2025H1,BRK_L16_V0.75_H8_S1.5_T3,16,0.75,8,1.5,3.0,5875,-15.174156531762748,0.8025988190865451,0.3719148936170213,-89148.16962410614,30,0.13333333333333333,5875,-23.174156531762748,0.7172386630763744,0.3545531914893617,-136148.16962410614,30,0.03333333333333333
BRK_L16_V0.75_H8_S1.5_T3,2025H2,BRK_L16_V0.75_H8_S1.5_T3,16,0.75,8,1.5,3.0,6155,-14.551665239378757,0.7857081077420648,0.3751421608448416,-89565.49954837625,30,0.03333333333333333,6155,-22.551665239378757,0.6909592061226217,0.35499593826157594,-138805.49954837625,30,0.0
BRK_L16_V0.75_H8_S1.5_T3,2026H1,BRK_L16_V0.75_H8_S1.5_T3,16,0.75,8,1.5,3.0,6074,-20.895974005732942,0.6786706040743422,0.3542970036219954,-126922.1461108219,30,0.0,6074,-28.895974005732942,0.5888507011434329,0.33355284820546593,-175514.1461108219,30,0.0
BRK_L16_V0.75_H8_S1.5_T3,JULY2026,BRK_L16_V0.75_H8_S1.5_T3,16,0.75,8,1.5,3.0,749,-29.596692582950833,0.4493181071815894,0.2656875834445928,-22167.922744630174,29,0.10344827586206896,749,-37.59669258295083,0.3703846223979767,0.2416555407209613,-28159.922744630174,29,0.034482758620689655
BRK_L16_V0.75_H8_S2_T0,2024,BRK_L16_V0.75_H8_S2_T0,16,0.75,8,2.0,,11523,-18.815518800128896,0.7781899611248932,0.387485897769678,-216811.22313388527,30,0.03333333333333333,11523,-26.81551880012889,0.7014186082789305,0.36830686453180594,-308995.2231338852,30,0.0
BRK_L16_V0.75_H8_S2_T0,2025H1,BRK_L16_V0.75_H8_S2_T0,16,0.75,8,2.0,,5729,-17.341236216021386,0.7894107895152654,0.40094257287484725,-99347.94228158653,30,0.06666666666666667,5729,-25.341236216021386,0.7094307290768085,0.3813929132483854,-145179.94228158653,30,0.0
BRK_L16_V0.75_H8_S2_T0,2025H2,BRK_L16_V0.75_H8_S2_T0,16,0.75,8,2.0,,5983,-8.386487567819271,0.8743090732129887,0.4069864616413171,-50176.355118262705,30,0.16666666666666666,5983,-16.38648756781927,0.770990853645514,0.38241684773524987,-98040.3551182627,30,0.03333333333333333
BRK_L16_V0.75_H8_S2_T0,2026H1,BRK_L16_V0.75_H8_S2_T0,16,0.75,8,2.0,,5941,-24.74850734101784,0.63893962724553,0.38057566066318804,-147030.882112987,30,0.0,5941,-32.74850734101784,0.5550052855696882,0.3578522134320821,-194558.882112987,30,0.0
BRK_L16_V0.75_H8_S2_T0,JULY2026,BRK_L16_V0.75_H8_S2_T0,16,0.75,8,2.0,,734,-32.10350282718497,0.4257888804091,0.29155313351498635,-23563.971075153768,29,0.06896551724137931,734,-40.10350282718497,0.3499813841087076,0.26021798365122617,-29435.971075153768,29,0.034482758620689655
BRK_L16_V0.75_H8_S2_T3,2024,BRK_L16_V0.75_H8_S2_T3,16,0.75,8,2.0,3.0,11595,-17.722877880929374,0.7917980557074374,0.38904700301854245,-205496.7690293761,30,0.06666666666666667,11595,-25.722877880929374,0.7144856134780605,0.36990081931867186,-298256.7690293761,30,0.03333333333333333
BRK_L16_V0.75_H8_S2_T3,2025H1,BRK_L16_V0.75_H8_S2_T3,16,0.75,8,2.0,3.0,5757,-15.916987130210643,0.8076840850515973,0.40038214347750567,-91634.09490862268,30,0.06666666666666667,5757,-23.916987130210643,0.7270841473591864,0.3809275664408546,-137690.09490862268,30,0.03333333333333333
BRK_L16_V0.75_H8_S2_T3,2025H2,BRK_L16_V0.75_H8_S2_T3,16,0.75,8,2.0,3.0,6028,-12.942020165089673,0.8170596589963207,0.4072660915726609,-78014.49755516055,30,0.13333333333333333,6028,-20.942020165089673,0.7228867316396803,0.3830457863304579,-126238.49755516055,30,0.03333333333333333
BRK_L16_V0.75_H8_S2_T3,2026H1,BRK_L16_V0.75_H8_S2_T3,16,0.75,8,2.0,3.0,5960,-22.889324176827994,0.6655584985955765,0.3812080536912752,-136420.37209389484,30,0.0,5960,-30.889324176827994,0.5796500519289672,0.35838926174496644,-184100.37209389484,30,0.0
BRK_L16_V0.75_H8_S2_T3,JULY2026,BRK_L16_V0.75_H8_S2_T3,16,0.75,8,2.0,3.0,736,-31.614511692683777,0.4373463546384027,0.2907608695652174,-23268.28060581526,29,0.06896551724137931,736,-39.614511692683784,0.3608633666780523,0.2595108695652174,-29156.280605815264,29,0.034482758620689655
BRK_L16_V0.75_H16_S1.5_T0,2024,BRK_L16_V0.75_H16_S1.5_T0,16,0.75,16,1.5,,6325,-11.231217869153996,0.8734546860415221,0.3184189723320158,-71037.45302239903,22,0.2727272727272727,6325,-19.231217869153998,0.7959732161722503,0.30719367588932806,-121637.45302239904,22,0.045454545454545456
BRK_L16_V0.75_H16_S1.5_T0,2025H1,BRK_L16_V0.75_H16_S1.5_T0,16,0.75,16,1.5,,2980,-20.273129911047537,0.765160478136952,0.3231543624161074,-60413.927134921665,22,0.13636363636363635,2980,-28.27312991104754,0.6920068152832602,0.31073825503355706,-84253.92713492167,22,0.09090909090909091
BRK_L16_V0.75_H16_S1.5_T0,2025H2,BRK_L16_V0.75_H16_S1.5_T0,16,0.75,16,1.5,,3062,-0.6079737768444581,0.991456369550434,0.35075114304376226,-1861.6157046977305,22,0.5454545454545454,3062,-8.607973776844458,0.8873309645681533,0.3393207054212933,-26357.61570469773,22,0.3181818181818182
BRK_L16_V0.75_H16_S1.5_T0,2026H1,BRK_L16_V0.75_H16_S1.5_T0,16,0.75,16,1.5,,3034,-21.8567386473084,0.7040401856897393,0.32135794330916284,-66313.34505593369,24,0.0,3034,-29.856738647308397,0.6236996560375808,0.3048780487804878,-90585.34505593368,24,0.0
BRK_L16_V0.75_H16_S1.5_T0,JULY2026,BRK_L16_V0.75_H16_S1.5_T0,16,0.75,16,1.5,,466,-43.61098207313664,0.34413556482949365,0.2167381974248927,-20322.717646081674,29,0.034482758620689655,466,-51.61098207313664,0.2916769094499846,0.19098712446351931,-24050.717646081674,29,0.034482758620689655
BRK_L16_V0.75_H16_S1.5_T3,2024,BRK_L16_V0.75_H16_S1.5_T3,16,0.75,16,1.5,3.0,6527,-15.082542920392804,0.8322956704921557,0.32924774015627395,-98443.75764140383,22,0.18181818181818182,6527,-23.082542920392807,0.7579141123323772,0.31913589704305195,-150659.75764140385,22,0.045454545454545456
BRK_L16_V0.75_H16_S1.5_T3,2025H1,BRK_L16_V0.75_H16_S1.5_T3,16,0.75,16,1.5,3.0,3041,-15.81403273159388,0.8168033004358832,0.3301545544228872,-48090.47353677699,22,0.18181818181818182,3041,-23.81403273159388,0.740400246004695,0.3183163433081223,-72418.47353677699,22,0.045454545454545456
BRK_L16_V0.75_H16_S1.5_T3,2025H2,BRK_L16_V0.75_H16_S1.5_T3,16,0.75,16,1.5,3.0,3116,-4.723381647716687,0.9331854896425983,0.3591142490372272,-14718.057214285196,22,0.3181818181818182,3116,-12.723381647716684,0.8322854096814534,0.3485237483953787,-39646.05721428519,22,0.09090909090909091
BRK_L16_V0.75_H16_S1.5_T3,2026H1,BRK_L16_V0.75_H16_S1.5_T3,16,0.75,16,1.5,3.0,3108,-20.753365727733755,0.7172432894026968,0.3301158301158301,-64501.46068179651,24,0.0,3108,-28.753365727733755,0.6351903874660063,0.31402831402831405,-89365.46068179651,24,0.0
BRK_L16_V0.75_H16_S1.5_T3,JULY2026,BRK_L16_V0.75_H16_S1.5_T3,16,0.75,16,1.5,3.0,468,-38.927162885993454,0.4146209626684434,0.22008547008547008,-18217.912230644935,29,0.06896551724137931,468,-46.927162885993454,0.3557639920860915,0.19444444444444445,-21961.912230644935,29,0.034482758620689655
BRK_L16_V0.75_H16_S2_T0,2024,BRK_L16_V0.75_H16_S2_T0,16,0.75,16,2.0,,6157,-12.91188502190377,0.868881176430672,0.36462562936495047,-79498.4760798615,22,0.22727272727272727,6157,-20.911885021903768,0.7981911690084735,0.3506577878837096,-128754.4760798615,22,0.045454545454545456
BRK_L16_V0.75_H16_S2_T0,2025H1,BRK_L16_V0.75_H16_S2_T0,16,0.75,16,2.0,,2920,-20.901062475839957,0.7780048315548639,0.36712328767123287,-61031.10242945267,22,0.09090909090909091,2920,-28.901062475839957,0.708916218286705,0.34965753424657536,-84391.10242945267,22,0.0
BRK_L16_V0.75_H16_S2_T0,2025H2,BRK_L16_V0.75_H16_S2_T0,16,0.75,16,2.0,,2996,2.369560177507982,1.0315291343878223,0.4022029372496662,7099.202291813914,22,0.5909090909090909,2996,-5.6304398224920185,0.9296233358785446,0.38651535380507346,-16868.797708186088,22,0.36363636363636365
BRK_L16_V0.75_H16_S2_T0,2026H1,BRK_L16_V0.75_H16_S2_T0,16,0.75,16,2.0,,2974,-24.834338325829755,0.6967609214036581,0.36785474108944183,-73857.32218101769,24,0.0,2974,-32.834338325829755,0.6227298233196176,0.34835238735709484,-97649.32218101769,24,0.0
BRK_L16_V0.75_H16_S2_T0,JULY2026,BRK_L16_V0.75_H16_S2_T0,16,0.75,16,2.0,,457,-42.3254049065625,0.40100371923016404,0.2844638949671772,-19342.710042299062,29,0.034482758620689655,457,-50.3254049065625,0.34226736126907303,0.25164113785557984,-22998.710042299062,29,0.034482758620689655
BRK_L16_V0.75_H16_S2_T3,2024,BRK_L16_V0.75_H16_S2_T3,16,0.75,16,2.0,3.0,6265,-15.393130734933878,0.8454926725254208,0.3693535514764565,-96437.96405436075,22,0.18181818181818182,6265,-23.39313073493388,0.776644956060249,0.3556264964086193,-146557.96405436075,22,0.09090909090909091
BRK_L16_V0.75_H16_S2_T3,2025H1,BRK_L16_V0.75_H16_S2_T3,16,0.75,16,2.0,3.0,2946,-16.238695426385203,0.8289106921965914,0.36795655125594023,-47839.1967261308,22,0.09090909090909091,2946,-24.238695426385195,0.757711716494588,0.35098438560760353,-71407.19672613079,22,0.09090909090909091
BRK_L16_V0.75_H16_S2_T3,2025H2,BRK_L16_V0.75_H16_S2_T3,16,0.75,16,2.0,3.0,3013,-2.291491171583358,0.9694378801369914,0.40458015267175573,-6904.2628999806575,22,0.4090909090909091,3013,-10.291491171583358,0.8710441826938525,0.3893129770992366,-31008.262899980655,22,0.22727272727272727
BRK_L16_V0.75_H16_S2_T3,2026H1,BRK_L16_V0.75_H16_S2_T3,16,0.75,16,2.0,3.0,3004,-23.86329686510521,0.7092530578004697,0.36884154460719043,-71685.34378277605,24,0.0,3004,-31.863296865105205,0.6346020758378778,0.34953395472703064,-95717.34378277604,24,0.0
BRK_L16_V0.75_H16_S2_T3,JULY2026,BRK_L16_V0.75_H16_S2_T3,16,0.75,16,2.0,3.0,459,-42.2607372970638,0.4060185048369369,0.28322440087145967,-19397.678419352284,29,0.034482758620689655,459,-50.2607372970638,0.34735227466252283,0.25054466230936817,-23069.678419352284,29,0.034482758620689655
BRK_L32_V0_H4_S1.5_T0,2024,BRK_L32_V0_H4_S1.5_T0,32,0.0,4,1.5,,15759,-13.606297264786269,0.7752925177576897,0.3886667935782727,-214421.63859576682,30,0.03333333333333333,15759,-21.60629726478627,0.6704265395712287,0.3604289612285044,-340493.63859576685,30,0.0
BRK_L32_V0_H4_S1.5_T0,2025H1,BRK_L32_V0_H4_S1.5_T0,32,0.0,4,1.5,,8456,-16.01560881303431,0.7223458032705009,0.39841532639545885,-135427.98812301812,30,0.0,8456,-24.015608813034316,0.6164963973285025,0.36577578051087983,-203075.98812301818,30,0.0
BRK_L32_V0_H4_S1.5_T0,2025H2,BRK_L32_V0_H4_S1.5_T0,32,0.0,4,1.5,,8691,-9.005017560777294,0.815854726726219,0.3993786675871591,-78262.60762071545,30,0.03333333333333333,8691,-17.005017560777294,0.6840732838789337,0.36900241629271663,-147790.60762071545,30,0.0
BRK_L32_V0_H4_S1.5_T0,2026H1,BRK_L32_V0_H4_S1.5_T0,32,0.0,4,1.5,,8203,-16.708368507389494,0.6591694073261029,0.3687675240765574,-137058.746866116,30,0.0,8203,-24.708368507389494,0.5441964336157439,0.3332926977934902,-202682.746866116,30,0.0
BRK_L32_V0_H4_S1.5_T0,JULY2026,BRK_L32_V0_H4_S1.5_T0,32,0.0,4,1.5,,943,-23.804515015718806,0.43007238907557116,0.30328738069989397,-22447.657659822835,29,0.10344827586206896,943,-31.804515015718806,0.3313013163013551,0.25026511134676566,-29991.657659822835,29,0.034482758620689655
BRK_L32_V0_H4_S1.5_T3,2024,BRK_L32_V0_H4_S1.5_T3,32,0.0,4,1.5,3.0,15843,-12.179537265159157,0.7993369866895014,0.38963580130025877,-192960.4088919165,30,0.03333333333333333,15843,-20.179537265159155,0.6928325048017375,0.36154768667550335,-319704.4088919165,30,0.0
BRK_L32_V0_H4_S1.5_T3,2025H1,BRK_L32_V0_H4_S1.5_T3,32,0.0,4,1.5,3.0,8488,-15.18936574136345,0.7361787910687152,0.3999764373232799,-128927.33641269295,30,0.0,8488,-23.18936574136345,0.6289824575524463,0.3672243166823751,-196831.33641269297,30,0.0
BRK_L32_V0_H4_S1.5_T3,2025H2,BRK_L32_V0_H4_S1.5_T3,32,0.0,4,1.5,3.0,8753,-15.309948242027396,0.7101576826303362,0.39883468525077115,-134007.9769624658,30,0.0,8753,-23.309948242027396,0.5963594979887482,0.3686735976236719,-204031.9769624658,30,0.0
BRK_L32_V0_H4_S1.5_T3,2026H1,BRK_L32_V0_H4_S1.5_T3,32,0.0,4,1.5,3.0,8245,-16.338809456131514,0.6672423218170019,0.36870830806549426,-134713.48396580433,30,0.03333333333333333,8245,-24.338809456131514,0.5516371365154848,0.3338993329290479,-200673.48396580433,30,0.0
BRK_L32_V0_H4_S1.5_T3,JULY2026,BRK_L32_V0_H4_S1.5_T3,32,0.0,4,1.5,3.0,947,-23.90292947850188,0.4286482040342778,0.30306230200633577,-22636.074216141278,29,0.10344827586206896,947,-31.90292947850188,0.33020390326003474,0.2502639915522703,-30212.074216141278,29,0.034482758620689655
BRK_L32_V0_H4_S2_T0,2024,BRK_L32_V0_H4_S2_T0,32,0.0,4,2.0,,15616,-13.429398953456424,0.7835892295489771,0.4027279713114754,-209713.49405717553,30,0.03333333333333333,15616,-21.429398953456424,0.6799457246621049,0.37307889344262296,-334641.4940571755,30,0.0
BRK_L32_V0_H4_S2_T0,2025H1,BRK_L32_V0_H4_S2_T0,32,0.0,4,2.0,,8393,-17.512317450216184,0.7056243161771919,0.4096270701775289,-146980.88035966444,30,0.0,8393,-25.512317450216184,0.603501541709245,0.37555105445013703,-214124.88035966444,30,0.0
BRK_L32_V0_H4_S2_T0,2025H2,BRK_L32_V0_H4_S2_T0,32,0.0,4,2.0,,8621,-8.591315930282267,0.825288556967589,0.41178517573367357,-74065.73463496342,30,0.03333333333333333,8621,-16.591315930282267,0.6927842395564164,0.379654332444032,-143033.73463496342,30,0.0
BRK_L32_V0_H4_S2_T0,2026H1,BRK_L32_V0_H4_S2_T0,32,0.0,4,2.0,,8158,-16.93674111135091,0.6615158718597641,0.38244667810737926,-138169.93398640072,30,0.0,8158,-24.93674111135091,0.5475913409462131,0.34506006374111303,-203433.93398640072,30,0.0
BRK_L32_V0_H4_S2_T0,JULY2026,BRK_L32_V0_H4_S2_T0,32,0.0,4,2.0,,938,-24.905129058103434,0.42089685997665244,0.3091684434968017,-23361.01105650102,29,0.06896551724137931,938,-32.905129058103434,0.3252248181733829,0.2537313432835821,-30865.01105650102,29,0.034482758620689655
BRK_L32_V0_H4_S2_T3,2024,BRK_L32_V0_H4_S2_T3,32,0.0,4,2.0,3.0,15645,-12.714868864638822,0.7954796298678856,0.4029402364972835,-198924.12338727436,30,0.03333333333333333,15645,-20.71486886463882,0.6911353841805925,0.37334611697027803,-324084.12338727433,30,0.0
BRK_L32_V0_H4_S2_T3,2025H1,BRK_L32_V0_H4_S2_T3,32,0.0,4,2.0,3.0,8401,-17.125971111117025,0.7121358625924348,0.4097131293893584,-143875.28330449414,30,0.0,8401,-25.125971111117025,0.6095276198050047,0.3755505296988454,-211083.28330449414,30,0.0
BRK_L32_V0_H4_S2_T3,2025H2,BRK_L32_V0_H4_S2_T3,32,0.0,4,2.0,3.0,8656,-15.139993987395579,0.7201241311635149,0.4108133086876155,-131051.78795489614,30,0.0,8656,-23.13999398739558,0.6073558783012484,0.37881238447319776,-200299.78795489614,30,0.0
BRK_L32_V0_H4_S2_T3,2026H1,BRK_L32_V0_H4_S2_T3,32,0.0,4,2.0,3.0,8177,-16.647400429415104,0.6676395168661311,0.38241408829644125,-136125.7933113273,30,0.0,8177,-24.647400429415104,0.5532338971736567,0.345481227834169,-201541.7933113273,30,0.0
BRK_L32_V0_H4_S2_T3,JULY2026,BRK_L32_V0_H4_S2_T3,32,0.0,4,2.0,3.0,939,-25.273594615012698,0.4146003214096461,0.308839190628328,-23731.905343496925,29,0.06896551724137931,939,-33.2735946150127,0.3200286572948878,0.2534611288604899,-31243.905343496925,29,0.034482758620689655
BRK_L32_V0_H8_S1.5_T0,2024,BRK_L32_V0_H8_S1.5_T0,32,0.0,8,1.5,,11817,-15.812493931184472,0.7871022453081219,0.3581281205043581,-186856.2407848069,30,0.03333333333333333,11817,-23.81249393118447,0.7004083562165383,0.34052636032834055,-281392.2407848069,30,0.0
BRK_L32_V0_H8_S1.5_T0,2025H1,BRK_L32_V0_H8_S1.5_T0,32,0.0,8,1.5,,6225,-16.959545775786452,0.765234763143957,0.37012048192771085,-105573.17245427067,30,0.06666666666666667,6225,-24.95954577578645,0.6773412784421756,0.35036144578313255,-155373.17245427065,30,0.03333333333333333
BRK_L32_V0_H8_S1.5_T0,2025H2,BRK_L32_V0_H8_S1.5_T0,32,0.0,8,1.5,,6524,-13.30157884205834,0.7855432116365599,0.3641937461679951,-86779.50036558861,30,0.0,6524,-21.301578842058344,0.6829592860677212,0.3425812385039853,-138971.50036558864,30,0.0
BRK_L32_V0_H8_S1.5_T0,2026H1,BRK_L32_V0_H8_S1.5_T0,32,0.0,8,1.5,,6065,-21.23150071266241,0.6508886363947598,0.3589447650453421,-128769.05182229751,30,0.03333333333333333,6065,-29.23150071266241,0.5574072747175224,0.33520197856553996,-177289.0518222975,30,0.03333333333333333
BRK_L32_V0_H8_S1.5_T0,JULY2026,BRK_L32_V0_H8_S1.5_T0,32,0.0,8,1.5,,735,-29.48152202906261,0.4298173561888651,0.2761904761904762,-21668.918691361017,29,0.0,735,-37.48152202906261,0.3492254932509752,0.25170068027210885,-27548.918691361017,29,0.0
BRK_L32_V0_H8_S1.5_T3,2024,BRK_L32_V0_H8_S1.5_T3,32,0.0,8,1.5,3.0,11978,-12.726846485123621,0.829232612095403,0.36149607613958923,-152442.16719881073,30,0.1,11978,-20.72684648512362,0.739963508897693,0.3444648522290867,-248266.1671988107,30,0.0
BRK_L32_V0_H8_S1.5_T3,2025H1,BRK_L32_V0_H8_S1.5_T3,32,0.0,8,1.5,3.0,6301,-15.278900357731109,0.7884415188927525,0.3731153785113474,-96272.35115406371,30,0.1,6301,-23.278900357731107,0.6988936945132742,0.35359466751309315,-146680.3511540637,30,0.0
BRK_L32_V0_H8_S1.5_T3,2025H2,BRK_L32_V0_H8_S1.5_T3,32,0.0,8,1.5,3.0,6612,-17.00933011889401,0.7377911422070675,0.3666061705989111,-112465.69074612719,30,0.0,6612,-25.00933011889401,0.6427830893967663,0.3455837870538415,-165361.6907461272,30,0.0
BRK_L32_V0_H8_S1.5_T3,2026H1,BRK_L32_V0_H8_S1.5_T3,32,0.0,8,1.5,3.0,6131,-18.10608291549778,0.702069968383808,0.36209427499592234,-111008.39435491688,30,0.03333333333333333,6131,-26.106082915497772,0.6043176128943527,0.3384439732506932,-160056.39435491685,30,0.0
BRK_L32_V0_H8_S1.5_T3,JULY2026,BRK_L32_V0_H8_S1.5_T3,32,0.0,8,1.5,3.0,742,-28.14171824001956,0.4585207710711733,0.27897574123989216,-20881.154934094513,29,0.0,742,-36.141718240019564,0.3751088803774285,0.2560646900269542,-26817.154934094517,29,0.0
BRK_L32_V0_H8_S2_T0,2024,BRK_L32_V0_H8_S2_T0,32,0.0,8,2.0,,11595,-16.324321281165346,0.7918535112777574,0.3898231996550237,-189280.5052551122,30,0.03333333333333333,11595,-24.324321281165346,0.7083167273060573,0.36990081931867186,-282040.5052551122,30,0.0
BRK_L32_V0_H8_S2_T0,2025H1,BRK_L32_V0_H8_S2_T0,32,0.0,8,2.0,,6135,-18.042667691476456,0.7659524805945425,0.3986960065199674,-110691.76628720807,30,0.03333333333333333,6135,-26.042667691476456,0.6823653981255879,0.3765281173594132,-159771.76628720807,30,0.03333333333333333
BRK_L32_V0_H8_S2_T0,2025H2,BRK_L32_V0_H8_S2_T0,32,0.0,8,2.0,,6413,-13.524719255810197,0.7926795629625043,0.3949789490098238,-86734.0245875108,30,0.06666666666666667,6413,-21.524719255810197,0.6932471626319268,0.3697177607983783,-138038.0245875108,30,0.0
BRK_L32_V0_H8_S2_T0,2026H1,BRK_L32_V0_H8_S2_T0,32,0.0,8,2.0,,5991,-23.45588184490347,0.6397377188852892,0.385578367551327,-140524.1881328167,30,0.03333333333333333,5991,-31.45588184490347,0.5515010093901996,0.3588716407945251,-188452.1881328167,30,0.03333333333333333
BRK_L32_V0_H8_S2_T0,JULY2026,BRK_L32_V0_H8_S2_T0,32,0.0,8,2.0,,724,-29.35843069697009,0.4475527342814867,0.3011049723756906,-21255.503824606345,29,0.034482758620689655,724,-37.35843069697008,0.3651772521058428,0.27348066298342544,-27047.50382460634,29,0.0
BRK_L32_V0_H8_S2_T3,2024,BRK_L32_V0_H8_S2_T3,32,0.0,8,2.0,3.0,11666,-13.901633771888815,0.8229957113529179,0.39036516372364133,-162176.4595828549,30,0.0,11666,-21.901633771888815,0.7377011948044435,0.3705640322304132,-255504.4595828549,30,0.0
BRK_L32_V0_H8_S2_T3,2025H1,BRK_L32_V0_H8_S2_T3,32,0.0,8,2.0,3.0,6164,-16.04804743880714,0.7923415642083247,0.39828033744321867,-98920.16441280721,30,0.06666666666666667,6164,-24.04804743880714,0.7073859940820186,0.3762167423750811,-148232.1644128072,30,0.03333333333333333
BRK_L32_V0_H8_S2_T3,2025H2,BRK_L32_V0_H8_S2_T3,32,0.0,8,2.0,3.0,6457,-17.010361479688893,0.7515219781758475,0.395694595013164,-109835.90407435119,30,0.0,6457,-25.010361479688893,0.659192578660151,0.3706055443704507,-161491.9040743512,30,0.0
BRK_L32_V0_H8_S2_T3,2026H1,BRK_L32_V0_H8_S2_T3,32,0.0,8,2.0,3.0,6014,-21.534952827101986,0.669039600233052,0.3860991020951114,-129511.20630219135,30,0.03333333333333333,6014,-29.53495282710199,0.5786271354344562,0.3593282341203858,-177623.20630219136,30,0.03333333333333333
BRK_L32_V0_H8_S2_T3,JULY2026,BRK_L32_V0_H8_S2_T3,32,0.0,8,2.0,3.0,726,-28.70891877518964,0.46271501547767274,0.3002754820936639,-20842.67503078768,29,0.034482758620689655,726,-36.70891877518964,0.37934798667579034,0.2727272727272727,-26650.67503078768,29,0.0
BRK_L32_V0_H16_S1.5_T0,2024,BRK_L32_V0_H16_S1.5_T0,32,0.0,16,1.5,,6366,-9.91893264505366,0.8789922901645846,0.3146402764687402,-63143.925218411605,22,0.22727272727272727,6366,-17.918932645053662,0.7952271023077762,0.302387684574301,-114071.9252184116,22,0.18181818181818182
BRK_L32_V0_H16_S1.5_T0,2025H1,BRK_L32_V0_H16_S1.5_T0,32,0.0,16,1.5,,3269,-20.77545417097173,0.7469612698431097,0.31905781584582443,-67914.95968490659,22,0.09090909090909091,3269,-28.77545417097173,0.6715359838789213,0.3065157540532273,-94066.95968490659,22,0.0
BRK_L32_V0_H16_S1.5_T0,2025H2,BRK_L32_V0_H16_S1.5_T0,32,0.0,16,1.5,,3327,-4.251448171459059,0.9370555769687525,0.34265103697024346,-14144.568066444292,22,0.45454545454545453,3327,-12.25144817145906,0.8318343752293742,0.3291253381424707,-40760.56806644429,22,0.18181818181818182
BRK_L32_V0_H16_S1.5_T0,2026H1,BRK_L32_V0_H16_S1.5_T0,32,0.0,16,1.5,,3145,-20.253213233682164,0.7086797630576209,0.3176470588235294,-63696.3556199304,24,0.045454545454545456,3145,-28.253213233682164,0.6234817635026564,0.30111287758346583,-88856.3556199304,24,0.045454545454545456
BRK_L32_V0_H16_S1.5_T0,JULY2026,BRK_L32_V0_H16_S1.5_T0,32,0.0,16,1.5,,466,-41.064954613565824,0.3544103969107105,0.22746781115879827,-19136.268849921675,29,0.0,466,-49.06495461356582,0.2975704497606721,0.21030042918454936,-22864.26884992167,29,0.0
BRK_L32_V0_H16_S1.5_T3,2024,BRK_L32_V0_H16_S1.5_T3,32,0.0,16,1.5,3.0,6551,-12.36509886061643,0.8511139385668639,0.32636238742176765,-81003.76263589822,22,0.13636363636363635,6551,-20.365098860616435,0.7698548731892455,0.3152190505266372,-133411.76263589825,22,0.09090909090909091
BRK_L32_V0_H16_S1.5_T3,2025H1,BRK_L32_V0_H16_S1.5_T3,32,0.0,16,1.5,3.0,3332,-16.215210923763042,0.8020302599381587,0.3283313325330132,-54029.08279797845,22,0.18181818181818182,3332,-24.215210923763042,0.7227239657459912,0.3163265306122449,-80685.08279797845,22,0.0
BRK_L32_V0_H16_S1.5_T3,2025H2,BRK_L32_V0_H16_S1.5_T3,32,0.0,16,1.5,3.0,3386,-8.697404608370704,0.8702698401644192,0.3511518015357354,-29449.412003943202,22,0.045454545454545456,3386,-16.697404608370707,0.7689964398256371,0.3381571175428234,-56537.41200394321,22,0.045454545454545456
BRK_L32_V0_H16_S1.5_T3,2026H1,BRK_L32_V0_H16_S1.5_T3,32,0.0,16,1.5,3.0,3227,-19.91123240047775,0.7115303110752459,0.32785869228385495,-64253.54695634171,24,0.09090909090909091,3227,-27.911232400477754,0.6251349964398407,0.3114347691354199,-90069.54695634171,24,0.0
BRK_L32_V0_H16_S1.5_T3,JULY2026,BRK_L32_V0_H16_S1.5_T3,32,0.0,16,1.5,3.0,471,-37.67968386809948,0.4087158662339601,0.23354564755838642,-17747.131101874857,29,0.06896551724137931,471,-45.67968386809948,0.3466659036820677,0.21656050955414013,-21515.131101874857,29,0.034482758620689655
BRK_L32_V0_H16_S2_T0,2024,BRK_L32_V0_H16_S2_T0,32,0.0,16,2.0,,6176,-9.403711508224537,0.8952942928491654,0.3641515544041451,-58077.322274794744,22,0.3181818181818182,6176,-17.40371150822454,0.8167330252347047,0.3487694300518135,-107485.32227479474,22,0.13636363636363635
BRK_L32_V0_H16_S2_T0,2025H1,BRK_L32_V0_H16_S2_T0,32,0.0,16,2.0,,3188,-22.065123394117524,0.7551099316895802,0.3594730238393977,-70343.61338044667,22,0.045454545454545456,3188,-30.065123394117524,0.6845111398113268,0.3428481806775408,-95847.61338044667,22,0.0
BRK_L32_V0_H16_S2_T0,2025H2,BRK_L32_V0_H16_S2_T0,32,0.0,16,2.0,,3250,-3.130267556264169,0.9567244751279068,0.38984615384615384,-10173.369557858548,22,0.45454545454545453,3250,-11.130267556264169,0.8559881479630413,0.3723076923076923,-36173.36955785855,22,0.18181818181818182
BRK_L32_V0_H16_S2_T0,2026H1,BRK_L32_V0_H16_S2_T0,32,0.0,16,2.0,,3084,-24.472646681949712,0.6855154298566662,0.35830090791180286,-75473.64236713291,24,0.045454545454545456,3084,-32.47264668194971,0.6088594557363115,0.33852140077821014,-100145.64236713291,24,0.045454545454545456
